value,year,age,sex
1373,2003,58,M
1468,2004,58,M
1511,2005,58,M
1635,2006,58,M
1641,2007,58,M
1741,2008,58,M
1878,2009,58,M
1711,2010,58,M
1812,2011,58,M
1886,2012,58,M
1905,2013,58,M
1939,2014,58,M
2042,2015,58,M
2121,2016,58,M
2044,2017,58,M
2225,2018,58,M
2226,2019,58,M
121,1841,59,M
113,1842,59,M
108,1843,59,M
65,1844,59,M
86,1845,59,M
139,1846,59,M
133,1847,59,M
166,1848,59,M
188,1849,59,M
223,1850,59,M
223,1851,59,M
176,1852,59,M
217,1853,59,M
232,1854,59,M
239,1855,59,M
213,1856,59,M
236,1857,59,M
276,1858,59,M
280,1859,59,M
348,1860,59,M
279,1861,59,M
232,1862,59,M
166,1863,59,M
133,1864,59,M
169,1865,59,M
144,1866,59,M
176,1867,59,M
214,1868,59,M
174,1869,59,M
180,1870,59,M
118,1871,59,M
137,1872,59,M
131,1873,59,M
119,1874,59,M
141,1875,59,M
139,1876,59,M
165,1877,59,M
196,1878,59,M
185,1879,59,M
184,1880,59,M
194,1881,59,M
201,1882,59,M
229,1883,59,M
231,1884,59,M
160,1885,59,M
162,1886,59,M
180,1887,59,M
282,1888,59,M
301,1889,59,M
332,1890,59,M
306,1891,59,M
270,1892,59,M
261,1893,59,M
262,1894,59,M
245,1895,59,M
219,1896,59,M
187,1897,59,M
203,1898,59,M
217,1899,59,M
248,1900,59,M
247,1901,59,M
222,1902,59,M
197,1903,59,M
210,1904,59,M
196,1905,59,M
158,1906,59,M
204,1907,59,M
251,1908,59,M
256,1909,59,M
338,1910,59,M
275,1911,59,M
311,1912,59,M
282,1913,59,M
318,1914,59,M
309,1915,59,M
286,1916,59,M
276,1917,59,M
305,1918,59,M
279,1919,59,M
317,1920,59,M
292,1921,59,M
338,1922,59,M
359,1923,59,M
385,1924,59,M
379,1925,59,M
374,1926,59,M
353,1927,59,M
312,1928,59,M
294,1929,59,M
313,1930,59,M
278,1931,59,M
320,1932,59,M
358,1933,59,M
395,1934,59,M
358,1935,59,M
389,1936,59,M
397,1937,59,M
364,1938,59,M
364,1939,59,M
367,1940,59,M
314,1941,59,M
328,1942,59,M
380,1943,59,M
479,1944,59,M
464,1945,59,M
449,1946,59,M
442,1947,59,M
499,1948,59,M
484,1949,59,M
473,1950,59,M
609,1951,59,M
609,1952,59,M
624,1953,59,M
594,1954,59,M
602,1955,59,M
661,1956,59,M
644,1957,59,M
634,1958,59,M
617,1959,59,M
628,1960,59,M
641,1961,59,M
665,1962,59,M
749,1963,59,M
768,1964,59,M
703,1965,59,M
791,1966,59,M
694,1967,59,M
723,1968,59,M
792,1969,59,M
757,1970,59,M
768,1971,59,M
783,1972,59,M
806,1973,59,M
799,1974,59,M
801,1975,59,M
831,1976,59,M
843,1977,59,M
867,1978,59,M
832,1979,59,M
944,1980,59,M
997,1981,59,M
913,1982,59,M
975,1983,59,M
956,1984,59,M
995,1985,59,M
984,1986,59,M
1026,1987,59,M
1052,1988,59,M
1049,1989,59,M
1119,1990,59,M
1111,1991,59,M
1052,1992,59,M
987,1993,59,M
1004,1994,59,M
957,1995,59,M
964,1996,59,M
1005,1997,59,M
979,1998,59,M
999,1999,59,M
967,2000,59,M
1051,2001,59,M
1230,2002,59,M
1258,2003,59,M
1363,2004,59,M
1472,2005,59,M
1511,2006,59,M
1639,2007,59,M
1629,2008,59,M
1712,2009,59,M
1836,2010,59,M
1693,2011,59,M
1800,2012,59,M
1870,2013,59,M
1897,2014,59,M
1923,2015,59,M
2030,2016,59,M
2134,2017,59,M
2075,2018,59,M
2218,2019,59,M
123,1841,60,M
117,1842,60,M
109,1843,60,M
97,1844,60,M
62,1845,60,M
81,1846,60,M
121,1847,60,M
127,1848,60,M
162,1849,60,M
184,1850,60,M
219,1851,60,M
217,1852,60,M
169,1853,60,M
212,1854,60,M
226,1855,60,M
229,1856,60,M
204,1857,60,M
222,1858,60,M
255,1859,60,M
267,1860,60,M
337,1861,60,M
262,1862,60,M
211,1863,60,M
163,1864,60,M
128,1865,60,M
162,1866,60,M
129,1867,60,M
163,1868,60,M
208,1869,60,M
165,1870,60,M
173,1871,60,M
109,1872,60,M
131,1873,60,M
127,1874,60,M
116,1875,60,M
136,1876,60,M
134,1877,60,M
159,1878,60,M
193,1879,60,M
178,1880,60,M
179,1881,60,M
190,1882,60,M
196,1883,60,M
221,1884,60,M
227,1885,60,M
155,1886,60,M
158,1887,60,M
171,1888,60,M
270,1889,60,M
293,1890,60,M
322,1891,60,M
299,1892,60,M
264,1893,60,M
256,1894,60,M
248,1895,60,M
239,1896,60,M
218,1897,60,M
186,1898,60,M
200,1899,60,M
215,1900,60,M
244,1901,60,M
238,1902,60,M
219,1903,60,M
196,1904,60,M
208,1905,60,M
195,1906,60,M
158,1907,60,M
201,1908,60,M
251,1909,60,M
253,1910,60,M
331,1911,60,M
274,1912,60,M
310,1913,60,M
278,1914,60,M
304,1915,60,M
303,1916,60,M
286,1917,60,M
275,1918,60,M
298,1919,60,M
278,1920,60,M
310,1921,60,M
288,1922,60,M
336,1923,60,M
357,1924,60,M
382,1925,60,M
378,1926,60,M
369,1927,60,M
348,1928,60,M
307,1929,60,M
289,1930,60,M
308,1931,60,M
272,1932,60,M
315,1933,60,M
354,1934,60,M
385,1935,60,M
353,1936,60,M
385,1937,60,M
391,1938,60,M
355,1939,60,M
359,1940,60,M
361,1941,60,M
307,1942,60,M
323,1943,60,M
375,1944,60,M
474,1945,60,M
459,1946,60,M
441,1947,60,M
441,1948,60,M
495,1949,60,M
477,1950,60,M
465,1951,60,M
604,1952,60,M
603,1953,60,M
622,1954,60,M
589,1955,60,M
596,1956,60,M
660,1957,60,M
640,1958,60,M
631,1959,60,M
610,1960,60,M
619,1961,60,M
632,1962,60,M
654,1963,60,M
732,1964,60,M
759,1965,60,M
692,1966,60,M
781,1967,60,M
683,1968,60,M
714,1969,60,M
776,1970,60,M
745,1971,60,M
761,1972,60,M
770,1973,60,M
792,1974,60,M
785,1975,60,M
790,1976,60,M
816,1977,60,M
836,1978,60,M
855,1979,60,M
820,1980,60,M
935,1981,60,M
985,1982,60,M
900,1983,60,M
957,1984,60,M
950,1985,60,M
985,1986,60,M
975,1987,60,M
1019,1988,60,M
1036,1989,60,M
1045,1990,60,M
1113,1991,60,M
1097,1992,60,M
1037,1993,60,M
978,1994,60,M
994,1995,60,M
952,1996,60,M
955,1997,60,M
995,1998,60,M
972,1999,60,M
993,2000,60,M
964,2001,60,M
1046,2002,60,M
1227,2003,60,M
1245,2004,60,M
1357,2005,60,M
1463,2006,60,M
1508,2007,60,M
1619,2008,60,M
1604,2009,60,M
1685,2010,60,M
1818,2011,60,M
1670,2012,60,M
1789,2013,60,M
1866,2014,60,M
1880,2015,60,M
1915,2016,60,M
2035,2017,60,M
2133,2018,60,M
2066,2019,60,M
118,1841,61,M
118,1842,61,M
111,1843,61,M
96,1844,61,M
94,1845,61,M
58,1846,61,M
72,1847,61,M
116,1848,61,M
122,1849,61,M
157,1850,61,M
180,1851,61,M
207,1852,61,M
211,1853,61,M
165,1854,61,M
204,1855,61,M
214,1856,61,M
224,1857,61,M
195,1858,61,M
207,1859,61,M
241,1860,61,M
254,1861,61,M
326,1862,61,M
245,1863,61,M
207,1864,61,M
152,1865,61,M
124,1866,61,M
136,1867,61,M
121,1868,61,M
157,1869,61,M
198,1870,61,M
156,1871,61,M
162,1872,61,M
103,1873,61,M
124,1874,61,M
122,1875,61,M
111,1876,61,M
132,1877,61,M
125,1878,61,M
151,1879,61,M
185,1880,61,M
173,1881,61,M
173,1882,61,M
183,1883,61,M
186,1884,61,M
212,1885,61,M
221,1886,61,M
154,1887,61,M
149,1888,61,M
159,1889,61,M
265,1890,61,M
280,1891,61,M
309,1892,61,M
290,1893,61,M
252,1894,61,M
239,1895,61,M
241,1896,61,M
236,1897,61,M
213,1898,61,M
182,1899,61,M
191,1900,61,M
206,1901,61,M
237,1902,61,M
228,1903,61,M
216,1904,61,M
195,1905,61,M
205,1906,61,M
193,1907,61,M
150,1908,61,M
196,1909,61,M
248,1910,61,M
250,1911,61,M
323,1912,61,M
271,1913,61,M
307,1914,61,M
269,1915,61,M
287,1916,61,M
296,1917,61,M
286,1918,61,M
275,1919,61,M
297,1920,61,M
270,1921,61,M
301,1922,61,M
284,1923,61,M
328,1924,61,M
348,1925,61,M
374,1926,61,M
367,1927,61,M
363,1928,61,M
343,1929,61,M
303,1930,61,M
280,1931,61,M
301,1932,61,M
266,1933,61,M
310,1934,61,M
348,1935,61,M
379,1936,61,M
348,1937,61,M
376,1938,61,M
380,1939,61,M
348,1940,61,M
353,1941,61,M
356,1942,61,M
306,1943,61,M
317,1944,61,M
370,1945,61,M
469,1946,61,M
450,1947,61,M
435,1948,61,M
438,1949,61,M
486,1950,61,M
465,1951,61,M
460,1952,61,M
600,1953,61,M
596,1954,61,M
619,1955,61,M
577,1956,61,M
585,1957,61,M
648,1958,61,M
631,1959,61,M
619,1960,61,M
604,1961,61,M
615,1962,61,M
622,1963,61,M
641,1964,61,M
719,1965,61,M
736,1966,61,M
681,1967,61,M
764,1968,61,M
672,1969,61,M
704,1970,61,M
759,1971,61,M
735,1972,61,M
754,1973,61,M
758,1974,61,M
779,1975,61,M
776,1976,61,M
784,1977,61,M
802,1978,61,M
825,1979,61,M
844,1980,61,M
809,1981,61,M
919,1982,61,M
978,1983,61,M
889,1984,61,M
948,1985,61,M
935,1986,61,M
971,1987,61,M
970,1988,61,M
1005,1989,61,M
1025,1990,61,M
1030,1991,61,M
1104,1992,61,M
1080,1993,61,M
1026,1994,61,M
970,1995,61,M
986,1996,61,M
944,1997,61,M
940,1998,61,M
991,1999,61,M
968,2000,61,M
984,2001,61,M
957,2002,61,M
1036,2003,61,M
1210,2004,61,M
1241,2005,61,M
1354,2006,61,M
1454,2007,61,M
1495,2008,61,M
1598,2009,61,M
1578,2010,61,M
1671,2011,61,M
1798,2012,61,M
1660,2013,61,M
1776,2014,61,M
1857,2015,61,M
1876,2016,61,M
1912,2017,61,M
2031,2018,61,M
2130,2019,61,M
128,1841,62,M
113,1842,62,M
111,1843,62,M
95,1844,62,M
92,1845,62,M
89,1846,62,M
51,1847,62,M
71,1848,62,M
110,1849,62,M
117,1850,62,M
153,1851,62,M
174,1852,62,M
199,1853,62,M
202,1854,62,M
155,1855,62,M
190,1856,62,M
208,1857,62,M
216,1858,62,M
178,1859,62,M
189,1860,62,M
225,1861,62,M
240,1862,62,M
305,1863,62,M
228,1864,62,M
194,1865,62,M
148,1866,62,M
111,1867,62,M
128,1868,62,M
114,1869,62,M
144,1870,62,M
188,1871,62,M
142,1872,62,M
154,1873,62,M
95,1874,62,M
119,1875,62,M
119,1876,62,M
107,1877,62,M
124,1878,62,M
120,1879,62,M
141,1880,62,M
178,1881,62,M
167,1882,62,M
165,1883,62,M
170,1884,62,M
180,1885,62,M
205,1886,62,M
212,1887,62,M
142,1888,62,M
139,1889,62,M
153,1890,62,M
250,1891,62,M
267,1892,62,M
294,1893,62,M
276,1894,62,M
232,1895,62,M
230,1896,62,M
237,1897,62,M
227,1898,62,M
200,1899,62,M
172,1900,62,M
181,1901,62,M
200,1902,62,M
233,1903,62,M
222,1904,62,M
209,1905,62,M
183,1906,62,M
203,1907,62,M
186,1908,62,M
144,1909,62,M
192,1910,62,M
243,1911,62,M
240,1912,62,M
315,1913,62,M
270,1914,62,M
295,1915,62,M
257,1916,62,M
276,1917,62,M
292,1918,62,M
277,1919,62,M
274,1920,62,M
289,1921,62,M
260,1922,62,M
287,1923,62,M
274,1924,62,M
318,1925,62,M
338,1926,62,M
364,1927,62,M
360,1928,62,M
356,1929,62,M
338,1930,62,M
295,1931,62,M
272,1932,62,M
294,1933,62,M
261,1934,62,M
302,1935,62,M
341,1936,62,M
368,1937,62,M
338,1938,62,M
363,1939,62,M
368,1940,62,M
341,1941,62,M
345,1942,62,M
349,1943,62,M
299,1944,62,M
306,1945,62,M
363,1946,62,M
461,1947,62,M
443,1948,62,M
428,1949,62,M
428,1950,62,M
475,1951,62,M
460,1952,62,M
451,1953,62,M
589,1954,62,M
588,1955,62,M
615,1956,62,M
564,1957,62,M
575,1958,62,M
638,1959,62,M
614,1960,62,M
614,1961,62,M
600,1962,62,M
606,1963,62,M
614,1964,62,M
632,1965,62,M
710,1966,62,M
723,1967,62,M
668,1968,62,M
759,1969,62,M
657,1970,62,M
691,1971,62,M
748,1972,62,M
723,1973,62,M
739,1974,62,M
742,1975,62,M
768,1976,62,M
757,1977,62,M
771,1978,62,M
786,1979,62,M
807,1980,62,M
834,1981,62,M
792,1982,62,M
905,1983,62,M
957,1984,62,M
877,1985,62,M
938,1986,62,M
927,1987,62,M
965,1988,62,M
950,1989,62,M
995,1990,62,M
1013,1991,62,M
1015,1992,62,M
1092,1993,62,M
1067,1994,62,M
1023,1995,62,M
957,1996,62,M
972,1997,62,M
933,1998,62,M
933,1999,62,M
982,2000,62,M
963,2001,62,M
979,2002,62,M
953,2003,62,M
1032,2004,62,M
1199,2005,62,M
1236,2006,62,M
1339,2007,62,M
1446,2008,62,M
1478,2009,62,M
1567,2010,62,M
1567,2011,62,M
1666,2012,62,M
1778,2013,62,M
1652,2014,62,M
1764,2015,62,M
1839,2016,62,M
1872,2017,62,M
1904,2018,62,M
2023,2019,62,M
117,1841,63,M
123,1842,63,M
106,1843,63,M
97,1844,63,M
92,1845,63,M
87,1846,63,M
79,1847,63,M
50,1848,63,M
70,1849,63,M
107,1850,63,M
113,1851,63,M
148,1852,63,M
168,1853,63,M
196,1854,63,M
194,1855,63,M
141,1856,63,M
184,1857,63,M
206,1858,63,M
215,1859,63,M
162,1860,63,M
174,1861,63,M
213,1862,63,M
221,1863,63,M
265,1864,63,M
213,1865,63,M
185,1866,63,M
129,1867,63,M
107,1868,63,M
121,1869,63,M
103,1870,63,M
134,1871,63,M
176,1872,63,M
136,1873,63,M
148,1874,63,M
94,1875,63,M
110,1876,63,M
118,1877,63,M
105,1878,63,M
119,1879,63,M
111,1880,63,M
135,1881,63,M
172,1882,63,M
160,1883,63,M
152,1884,63,M
165,1885,63,M
174,1886,63,M
199,1887,63,M
201,1888,63,M
136,1889,63,M
134,1890,63,M
139,1891,63,M
239,1892,63,M
258,1893,63,M
274,1894,63,M
258,1895,63,M
225,1896,63,M
223,1897,63,M
229,1898,63,M
216,1899,63,M
190,1900,63,M
163,1901,63,M
173,1902,63,M
192,1903,63,M
223,1904,63,M
213,1905,63,M
198,1906,63,M
173,1907,63,M
196,1908,63,M
186,1909,63,M
140,1910,63,M
184,1911,63,M
238,1912,63,M
228,1913,63,M
307,1914,63,M
266,1915,63,M
287,1916,63,M
250,1917,63,M
266,1918,63,M
283,1919,63,M
260,1920,63,M
267,1921,63,M
282,1922,63,M
249,1923,63,M
277,1924,63,M
264,1925,63,M
309,1926,63,M
329,1927,63,M
357,1928,63,M
350,1929,63,M
350,1930,63,M
332,1931,63,M
287,1932,63,M
265,1933,63,M
288,1934,63,M
255,1935,63,M
295,1936,63,M
335,1937,63,M
359,1938,63,M
328,1939,63,M
352,1940,63,M
360,1941,63,M
333,1942,63,M
334,1943,63,M
342,1944,63,M
292,1945,63,M
295,1946,63,M
359,1947,63,M
455,1948,63,M
433,1949,63,M
418,1950,63,M
419,1951,63,M
467,1952,63,M
453,1953,63,M
444,1954,63,M
582,1955,63,M
581,1956,63,M
612,1957,63,M
555,1958,63,M
565,1959,63,M
626,1960,63,M
601,1961,63,M
614,1962,63,M
591,1963,63,M
593,1964,63,M
604,1965,63,M
622,1966,63,M
699,1967,63,M
707,1968,63,M
660,1969,63,M
741,1970,63,M
637,1971,63,M
682,1972,63,M
734,1973,63,M
706,1974,63,M
725,1975,63,M
732,1976,63,M
750,1977,63,M
746,1978,63,M
753,1979,63,M
774,1980,63,M
791,1981,63,M
809,1982,63,M
784,1983,63,M
892,1984,63,M
939,1985,63,M
861,1986,63,M
926,1987,63,M
916,1988,63,M
949,1989,63,M
939,1990,63,M
982,1991,63,M
998,1992,63,M
1004,1993,63,M
1073,1994,63,M
1055,1995,63,M
1005,1996,63,M
945,1997,63,M
959,1998,63,M
921,1999,63,M
921,2000,63,M
970,2001,63,M
954,2002,63,M
971,2003,63,M
940,2004,63,M
1024,2005,63,M
1184,2006,63,M
1234,2007,63,M
1321,2008,63,M
1431,2009,63,M
1460,2010,63,M
1550,2011,63,M
1554,2012,63,M
1654,2013,63,M
1763,2014,63,M
1638,2015,63,M
1762,2016,63,M
1839,2017,63,M
1867,2018,63,M
1907,2019,63,M
123,1841,64,M
112,1842,64,M
115,1843,64,M
89,1844,64,M
93,1845,64,M
88,1846,64,M
82,1847,64,M
78,1848,64,M
49,1849,64,M
69,1850,64,M
102,1851,64,M
107,1852,64,M
141,1853,64,M
166,1854,64,M
185,1855,64,M
178,1856,64,M
139,1857,64,M
182,1858,64,M
204,1859,64,M
197,1860,64,M
144,1861,64,M
167,1862,64,M
197,1863,64,M
187,1864,64,M
251,1865,64,M
192,1866,64,M
162,1867,64,M
123,1868,64,M
100,1869,64,M
108,1870,64,M
91,1871,64,M
119,1872,64,M
168,1873,64,M
127,1874,64,M
137,1875,64,M
88,1876,64,M
105,1877,64,M
116,1878,64,M
102,1879,64,M
107,1880,64,M
105,1881,64,M
127,1882,64,M
163,1883,64,M
143,1884,64,M
146,1885,64,M
158,1886,64,M
169,1887,64,M
187,1888,64,M
196,1889,64,M
133,1890,64,M
117,1891,64,M
138,1892,64,M
224,1893,64,M
235,1894,64,M
250,1895,64,M
249,1896,64,M
207,1897,64,M
206,1898,64,M
203,1899,64,M
199,1900,64,M
177,1901,64,M
152,1902,64,M
162,1903,64,M
174,1904,64,M
206,1905,64,M
196,1906,64,M
180,1907,64,M
160,1908,64,M
181,1909,64,M
179,1910,64,M
132,1911,64,M
181,1912,64,M
230,1913,64,M
217,1914,64,M
285,1915,64,M
261,1916,64,M
274,1917,64,M
236,1918,64,M
251,1919,64,M
275,1920,64,M
252,1921,64,M
249,1922,64,M
263,1923,64,M
232,1924,64,M
261,1925,64,M
248,1926,64,M
298,1927,64,M
322,1928,64,M
347,1929,64,M
339,1930,64,M
346,1931,64,M
324,1932,64,M
279,1933,64,M
260,1934,64,M
284,1935,64,M
248,1936,64,M
293,1937,64,M
324,1938,64,M
347,1939,64,M
325,1940,64,M
345,1941,64,M
349,1942,64,M
325,1943,64,M
326,1944,64,M
332,1945,64,M
291,1946,64,M
287,1947,64,M
354,1948,64,M
447,1949,64,M
421,1950,64,M
407,1951,64,M
406,1952,64,M
452,1953,64,M
445,1954,64,M
433,1955,64,M
573,1956,64,M
563,1957,64,M
602,1958,64,M
539,1959,64,M
553,1960,64,M
609,1961,64,M
598,1962,64,M
606,1963,64,M
578,1964,64,M
583,1965,64,M
588,1966,64,M
610,1967,64,M
688,1968,64,M
695,1969,64,M
650,1970,64,M
719,1971,64,M
622,1972,64,M
662,1973,64,M
722,1974,64,M
690,1975,64,M
712,1976,64,M
718,1977,64,M
740,1978,64,M
726,1979,64,M
740,1980,64,M
766,1981,64,M
780,1982,64,M
802,1983,64,M
774,1984,64,M
878,1985,64,M
927,1986,64,M
843,1987,64,M
904,1988,64,M
905,1989,64,M
934,1990,64,M
930,1991,64,M
970,1992,64,M
982,1993,64,M
990,1994,64,M
1058,1995,64,M
1044,1996,64,M
995,1997,64,M
925,1998,64,M
946,1999,64,M
909,2000,64,M
915,2001,64,M
961,2002,64,M
938,2003,64,M
962,2004,64,M
922,2005,64,M
1019,2006,64,M
1178,2007,64,M
1212,2008,64,M
1306,2009,64,M
1414,2010,64,M
1450,2011,64,M
1537,2012,64,M
1541,2013,64,M
1644,2014,64,M
1755,2015,64,M
1627,2016,64,M
1744,2017,64,M
1834,2018,64,M
1850,2019,64,M
118,1841,65,M
118,1842,65,M
106,1843,65,M
103,1844,65,M
86,1845,65,M
85,1846,65,M
87,1847,65,M
81,1848,65,M
77,1849,65,M
48,1850,65,M
66,1851,65,M
90,1852,65,M
100,1853,65,M
134,1854,65,M
161,1855,65,M
176,1856,65,M
167,1857,65,M
131,1858,65,M
167,1859,65,M
190,1860,65,M
183,1861,65,M
131,1862,65,M
145,1863,65,M
183,1864,65,M
180,1865,65,M
236,1866,65,M
164,1867,65,M
156,1868,65,M
118,1869,65,M
96,1870,65,M
104,1871,65,M
81,1872,65,M
112,1873,65,M
155,1874,65,M
123,1875,65,M
129,1876,65,M
85,1877,65,M
103,1878,65,M
114,1879,65,M
98,1880,65,M
102,1881,65,M
102,1882,65,M
117,1883,65,M
158,1884,65,M
141,1885,65,M
141,1886,65,M
149,1887,65,M
161,1888,65,M
175,1889,65,M
189,1890,65,M
125,1891,65,M
116,1892,65,M
138,1893,65,M
215,1894,65,M
223,1895,65,M
244,1896,65,M
242,1897,65,M
205,1898,65,M
201,1899,65,M
196,1900,65,M
188,1901,65,M
171,1902,65,M
150,1903,65,M
161,1904,65,M
172,1905,65,M
200,1906,65,M
189,1907,65,M
180,1908,65,M
159,1909,65,M
181,1910,65,M
172,1911,65,M
127,1912,65,M
174,1913,65,M
221,1914,65,M
211,1915,65,M
278,1916,65,M
261,1917,65,M
273,1918,65,M
231,1919,65,M
243,1920,65,M
269,1921,65,M
247,1922,65,M
249,1923,65,M
259,1924,65,M
231,1925,65,M
258,1926,65,M
247,1927,65,M
296,1928,65,M
321,1929,65,M
339,1930,65,M
331,1931,65,M
342,1932,65,M
321,1933,65,M
276,1934,65,M
257,1935,65,M
281,1936,65,M
244,1937,65,M
286,1938,65,M
315,1939,65,M
331,1940,65,M
315,1941,65,M
337,1942,65,M
345,1943,65,M
321,1944,65,M
318,1945,65,M
324,1946,65,M
287,1947,65,M
281,1948,65,M
348,1949,65,M
439,1950,65,M
410,1951,65,M
405,1952,65,M
401,1953,65,M
448,1954,65,M
440,1955,65,M
431,1956,65,M
571,1957,65,M
557,1958,65,M
594,1959,65,M
530,1960,65,M
545,1961,65,M
604,1962,65,M
590,1963,65,M
590,1964,65,M
568,1965,65,M
568,1966,65,M
575,1967,65,M
591,1968,65,M
677,1969,65,M
680,1970,65,M
631,1971,65,M
705,1972,65,M
603,1973,65,M
640,1974,65,M
709,1975,65,M
683,1976,65,M
693,1977,65,M
707,1978,65,M
724,1979,65,M
720,1980,65,M
723,1981,65,M
751,1982,65,M
765,1983,65,M
781,1984,65,M
758,1985,65,M
859,1986,65,M
911,1987,65,M
836,1988,65,M
887,1989,65,M
890,1990,65,M
913,1991,65,M
911,1992,65,M
950,1993,65,M
968,1994,65,M
969,1995,65,M
1042,1996,65,M
1026,1997,65,M
981,1998,65,M
909,1999,65,M
930,2000,65,M
905,2001,65,M
899,2002,65,M
949,2003,65,M
931,2004,65,M
952,2005,65,M
913,2006,65,M
1009,2007,65,M
1164,2008,65,M
1192,2009,65,M
1287,2010,65,M
1399,2011,65,M
1437,2012,65,M
1522,2013,65,M
1524,2014,65,M
1629,2015,65,M
1740,2016,65,M
1627,2017,65,M
1741,2018,65,M
1825,2019,65,M
112,1841,66,M
112,1842,66,M
111,1843,66,M
94,1844,66,M
99,1845,66,M
82,1846,66,M
74,1847,66,M
86,1848,66,M
80,1849,66,M
75,1850,66,M
45,1851,66,M
60,1852,66,M
82,1853,66,M
94,1854,66,M
129,1855,66,M
150,1856,66,M
169,1857,66,M
156,1858,66,M
123,1859,66,M
152,1860,66,M
174,1861,66,M
173,1862,66,M
114,1863,66,M
129,1864,66,M
169,1865,66,M
169,1866,66,M
213,1867,66,M
157,1868,66,M
147,1869,66,M
110,1870,66,M
91,1871,66,M
96,1872,66,M
73,1873,66,M
103,1874,66,M
145,1875,66,M
119,1876,66,M
120,1877,66,M
84,1878,66,M
97,1879,66,M
104,1880,66,M
93,1881,66,M
98,1882,66,M
91,1883,66,M
110,1884,66,M
147,1885,66,M
139,1886,66,M
133,1887,66,M
140,1888,66,M
148,1889,66,M
166,1890,66,M
180,1891,66,M
123,1892,66,M
115,1893,66,M
134,1894,66,M
201,1895,66,M
213,1896,66,M
235,1897,66,M
237,1898,66,M
198,1899,66,M
193,1900,66,M
181,1901,66,M
180,1902,66,M
165,1903,66,M
146,1904,66,M
158,1905,66,M
161,1906,66,M
194,1907,66,M
188,1908,66,M
174,1909,66,M
158,1910,66,M
177,1911,66,M
166,1912,66,M
119,1913,66,M
167,1914,66,M
212,1915,66,M
204,1916,66,M
269,1917,66,M
257,1918,66,M
263,1919,66,M
221,1920,66,M
235,1921,66,M
256,1922,66,M
247,1923,66,M
241,1924,66,M
248,1925,66,M
227,1926,66,M
251,1927,66,M
239,1928,66,M
290,1929,66,M
314,1930,66,M
331,1931,66,M
320,1932,66,M
338,1933,66,M
314,1934,66,M
267,1935,66,M
254,1936,66,M
279,1937,66,M
232,1938,66,M
280,1939,66,M
310,1940,66,M
324,1941,66,M
305,1942,66,M
328,1943,66,M
336,1944,66,M
312,1945,66,M
309,1946,66,M
316,1947,66,M
281,1948,66,M
274,1949,66,M
338,1950,66,M
433,1951,66,M
400,1952,66,M
405,1953,66,M
392,1954,66,M
438,1955,66,M
431,1956,66,M
421,1957,66,M
559,1958,66,M
544,1959,66,M
583,1960,66,M
525,1961,66,M
536,1962,66,M
594,1963,66,M
579,1964,66,M
574,1965,66,M
547,1966,66,M
547,1967,66,M
563,1968,66,M
580,1969,66,M
659,1970,66,M
665,1971,66,M
620,1972,66,M
691,1973,66,M
591,1974,66,M
621,1975,66,M
683,1976,66,M
667,1977,66,M
683,1978,66,M
689,1979,66,M
707,1980,66,M
707,1981,66,M
705,1982,66,M
728,1983,66,M
746,1984,66,M
762,1985,66,M
746,1986,66,M
847,1987,66,M
898,1988,66,M
816,1989,66,M
859,1990,66,M
872,1991,66,M
893,1992,66,M
897,1993,66,M
924,1994,66,M
958,1995,66,M
959,1996,66,M
1023,1997,66,M
1007,1998,66,M
971,1999,66,M
902,2000,66,M
922,2001,66,M
900,2002,66,M
900,2003,66,M
942,2004,66,M
925,2005,66,M
943,2006,66,M
898,2007,66,M
993,2008,66,M
1149,2009,66,M
1175,2010,66,M
1278,2011,66,M
1384,2012,66,M
1412,2013,66,M
1507,2014,66,M
1503,2015,66,M
1609,2016,66,M
1715,2017,66,M
1613,2018,66,M
1712,2019,66,M
121,1841,67,M
106,1842,67,M
104,1843,67,M
97,1844,67,M
91,1845,67,M
95,1846,67,M
71,1847,67,M
71,1848,67,M
82,1849,67,M
78,1850,67,M
72,1851,67,M
40,1852,67,M
57,1853,67,M
78,1854,67,M
89,1855,67,M
118,1856,67,M
142,1857,67,M
163,1858,67,M
141,1859,67,M
106,1860,67,M
135,1861,67,M
161,1862,67,M
154,1863,67,M
96,1864,67,M
120,1865,67,M
157,1866,67,M
144,1867,67,M
205,1868,67,M
143,1869,67,M
134,1870,67,M
105,1871,67,M
88,1872,67,M
88,1873,67,M
69,1874,67,M
98,1875,67,M
140,1876,67,M
115,1877,67,M
114,1878,67,M
81,1879,67,M
87,1880,67,M
98,1881,67,M
89,1882,67,M
96,1883,67,M
84,1884,67,M
103,1885,67,M
140,1886,67,M
131,1887,67,M
123,1888,67,M
130,1889,67,M
139,1890,67,M
156,1891,67,M
170,1892,67,M
122,1893,67,M
112,1894,67,M
119,1895,67,M
190,1896,67,M
201,1897,67,M
227,1898,67,M
224,1899,67,M
184,1900,67,M
176,1901,67,M
174,1902,67,M
161,1903,67,M
155,1904,67,M
137,1905,67,M
147,1906,67,M
153,1907,67,M
187,1908,67,M
168,1909,67,M
162,1910,67,M
146,1911,67,M
170,1912,67,M
159,1913,67,M
112,1914,67,M
162,1915,67,M
198,1916,67,M
195,1917,67,M
259,1918,67,M
245,1919,67,M
253,1920,67,M
214,1921,67,M
220,1922,67,M
240,1923,67,M
239,1924,67,M
228,1925,67,M
240,1926,67,M
